,name,fold,Direction,tstat,pvalue,FDR,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LCC1,LCC9,20130426_AYESHA_CELL_NEG_1701,20130426_AYESHA_CELL_NEG_1801,20130426_AYESHA_CELL_NEG_1901,20130426_AYESHA_CELL_NEG_2001,20130426_AYESHA_CELL_NEG_2101,20130426_AYESHA_CELL_NEG_501,20130426_AYESHA_CELL_NEG_601,20130426_AYESHA_CELL_NEG_701,20130426_AYESHA_CELL_NEG_801,20130426_AYESHA_CELL_NEG_901,20130426_AYESHA_CELL_NEG_1101,20130426_AYESHA_CELL_NEG_1201,20130426_AYESHA_CELL_NEG_1301,20130426_AYESHA_CELL_NEG_1401,20130426_AYESHA_CELL_NEG_1501,20130426_AYESHA_CELL_NEG_2301,20130426_AYESHA_CELL_NEG_2401,20130426_AYESHA_CELL_NEG_2501,20130426_AYESHA_CELL_NEG_2601,20130426_AYESHA_CELL_NEG_2701,isotopes,adduct,pcgroup
1679,M839T597,1.464706719,UP,4.744305553,0.000241316,0.007590137,838.5534608,838.5496647,838.5586511,597.3530058,595.7419977,600.1490187,20,10,10,17294.09927,22914.53849,27691.67571,20908.09488,22038.20784,15715.05691,25291.59587,22589.55067,19826.88399,25423.82992,28329.96588,33796.66245,30239.55183,25022.27668,40990.4,29809.04422,37535.69456,30348.15307,25631.14525,40083.70075,[337][M]-,[M+Cl+NaCOOH]- 735.595 [M-H+NaCOOH]- 771.578,6
1138,M648T505,2.454656416,UP,4.64156167,0.000245322,0.007597423,648.4243506,648.4203183,648.4371124,505.3650284,503.4920175,508.0610139,9,3,6,682.4650509,1239.915772,1859.568809,689.7140317,1017.478554,574.9453602,261.0664722,1738.217605,661.6362167,415.9380064,1615.997119,2665.328139,1979.828083,1251.96538,3207.395135,1764.211604,2596.169754,2731.497451,1422.927691,3202.561092,,[M+Cl]- 613.448 [M-H]- 649.432,153
1519,M772T588,1.469460029,DOWN,-4.694594425,0.000254745,0.007769721,771.5195046,771.5173152,771.5202641,587.8539965,587.3609734,590.6379951,20,10,10,73018.55835,83563.49731,59205.63069,62721.90571,93194.49644,68773.52158,81002.87229,55464.38102,59163.93529,83192.07015,53176.19684,49058.32794,36284.53305,40449.6194,61330.9463,53584.46723,51951.27813,39595.9964,44064.01131,60004.74911,[288][M]-,[M-2H+K]- 734.56,46
1891,M942T604,2.363227118,UP,5.295395094,0.00028716,0.008576278,941.7035628,941.701082,941.7077124,603.6029879,602.9669777,605.861024,14,4,10,4069.283629,2556.396962,4520.977264,3857.46672,5313.770382,4289.985164,3837.079456,6328.342191,4188.977571,5375.394806,7816.078227,12567.83264,11409.03962,6919.338449,16102.86996,8162.472447,12655.29872,10105.96718,5111.894574,13929.20209,[405][M+1]-,,9
259,M284T24,2.134529541,UP,4.835045341,0.00028971,0.008576278,283.9426722,283.9409466,283.9451766,24.00700039,23.46100002,25.07799939,14,4,10,3894.266248,2715.363939,1341.14032,3422.709823,2683.523172,3461.215535,2507.883548,1107.218512,3500.844544,3771.692373,7981.878163,6146.099043,2417.440489,5295.466538,7428.629436,7183.668045,6167.491477,3334.159353,7198.756439,7479.554091,,,375
1972,M1064T603,2.350606042,DOWN,-4.712994161,0.000313738,0.009094185,1063.777815,1063.770627,1063.782478,602.643009,601.9930118,605.2919995,5,5,0,1999.232531,4427.3093,3013.107662,1997.262697,2342.412768,2020.00761,3508.189314,1995.494052,1683.354424,2796.573306,769.6249954,1373.305567,978.5460733,438.6162507,1882.425733,863.9822718,1654.489029,779.9201489,625.470989,1602.255626,[429][M+1]-,,264
134,M200T37,1.586343474,DOWN,-4.662238346,0.000316241,0.009094185,199.802459,199.8013045,199.8039174,37.01699971,35.92400077,37.72299832,12,7,5,17733.26418,19002.10251,15093.90239,15437.69474,8323.632398,12441.108,14877.62522,16306.67134,16307.81373,11521.77889,10604.5104,10055.82144,7650.14392,11529.26302,7423.694291,9774.283183,8850.743766,7092.020593,12449.90646,7264.28835,,,103
51,M146T25,2.619347401,UP,4.931312299,0.000322064,0.009131208,146.0431574,146.0427573,146.0439271,24.93999981,24.49799939,26.04599929,20,10,10,38536.32071,29877.25806,8210.428017,43270.31056,47492.48434,33175.40157,28559.10493,10798.81583,40030.10605,42294.10211,82753.10976,111617.6836,34292.89373,74147.91218,108500.4392,86405.98126,119285.4496,35635.75292,77415.44463,114015.187,,,52
1720,M859T598,1.566638251,UP,4.746572624,0.000360779,0.010071786,858.6252666,858.6242966,858.6266193,598.0720119,597.6539941,600.8980064,20,10,10,144626.5023,160189.063,180499.6864,114837.8052,165116.7721,118249.0882,135593.2357,161247.2059,106744.9598,149176.5286,197312.6135,241938.6415,222976.3191,145518.6934,269244.475,204337.0426,272319.3525,245235.9145,159615.2763,291634.1857,[352][M]-,[M-H+NH3]- 842.607,6
1451,M746T591,2.068840766,UP,4.708280651,0.000368378,0.010071786,745.571916,745.5700463,745.5773987,590.8749719,590.0580074,593.1280074,5,0,5,1509.805198,3240.017716,2489.251523,3827.375091,1320.88886,2633.531828,2560.965519,1443.500496,2650.840782,2583.48187,2505.746995,3964.276355,4006.740055,6351.242816,6940.189807,4055.506761,7196.118924,4541.684205,6184.11279,4443.75257,,,257
208,M254T28_1,1.898768264,UP,4.456400624,0.000377061,0.010071786,253.9797133,253.977343,253.982623,27.93500024,26.03099971,29.1969992,10,5,5,2901.018502,1465.912549,2151.972337,1569.003312,4218.169133,1939.322919,1998.081999,2135.104874,1565.128555,2018.255102,5286.290288,5326.680499,3781.520462,2756.060596,4604.852741,5250.000917,2114.801774,4791.628804,3281.099319,4507.754886,,,19
825,M508T490,3.759276133,UP,4.85036019,0.000379284,0.010071786,508.3405426,508.3350165,508.3440031,490.4280281,489.7949982,490.7390213,19,9,10,1778.726165,2114.522974,6991.862256,2008.046506,2619.610594,1335.420825,1644.175797,6672.505317,1637.241333,2684.971131,8549.507703,9689.499448,15173.12418,3454.701754,18567.2958,9049.340002,11510.25126,14604.24866,4832.681407,15419.43677,[126][M]-,,111
399,M342T24,1.860886602,UP,4.476731201,0.000380256,0.010071786,341.9037873,341.9019076,341.9073893,23.84500086,23.14699917,25.69099971,9,2,7,1256.255018,2437.344491,1167.175059,2939.562469,3213.558789,2897.139817,1999.302203,1406.196605,3191.166628,2515.866505,5914.706739,5095.56792,2558.294576,4725.960011,3151.834641,4428.532953,5443.59158,3112.534571,3370.632619,5042.592849,,,370
33,M130T33,1.42555081,UP,4.379432192,0.000437003,0.011424507,130.0847023,130.0842923,130.0854131,32.88600118,32.49799949,33.19299894,20,10,10,25653.17794,20113.58125,34078.38726,25363.42529,41402.8956,28834.65138,21949.19304,29726.29093,18615.67988,28851.41111,39311.25171,30745.69754,43355.53415,40215.81132,37391.08977,35855.90133,34825.43595,48799.12544,41990.24924,38950.03827,,[M+Cl]- 95.1154 [M-H]- 131.092,81
354,M320T29,2.859701108,UP,5.053177978,0.000456115,0.011761413,320.0610657,320.0577717,320.0616437,28.7789993,28.5419998,29.1869992,5,0,5,654.3172947,489.8882792,976.6876134,758.8559867,1270.254787,810.8045138,522.6058173,936.3769723,631.0645596,966.094668,1764.256452,3423.437298,1749.06944,1444.804189,2696.127357,1468.80455,3207.720604,1796.346587,1569.319654,3806.196072,,[M-H-CO]- 349.061,19
951,M564T578,4.586428967,UP,5.249777835,0.000461576,0.011761413,564.4025716,564.4001875,564.4104893,577.7619757,576.5659839,578.3789771,13,3,10,920.9422467,1327.840487,1591.17648,928.9917445,823.7529386,963.242761,1080.90766,1769.509959,711.7499431,1480.506696,3796.735576,5128.391922,7275.022609,2373.173966,7779.090518,3222.962757,5978.482317,6592.518573,1789.691582,9260.181132,[154][M]-,,7
1967,M1061T603,3.201971379,DOWN,-5.003326295,0.000476821,0.011814408,1060.761763,1060.753957,1060.769972,602.9810063,602.3169804,603.2269804,5,5,0,835.920045,3154.28055,2899.362194,1876.23126,2962.893414,1394.155679,3938.164642,1921.625189,1694.692939,1874.647673,563.3666113,953.243444,670.5897825,462.8748223,984.9351086,384.8141652,963.6341285,554.9481974,432.2567174,1072.489791,,[M-H]- 1061.76,9
266,M286T24,2.009748142,UP,4.367426921,0.000477103,0.011814408,285.9408577,285.9398655,285.9426531,24.42400033,23.48100002,24.87799939,11,4,7,2306.429877,2019.642128,1045.29774,2116.145302,2882.441106,1065.210516,1549.505642,670.2393913,2703.575551,1459.825078,3975.162288,3019.006019,2319.422502,2721.416749,3936.765514,4671.40599,2819.683127,2482.41205,4314.797238,5550.248624,,[M-H]- 286.95,43
263,M285T29,4.457500613,UP,5.056697886,0.000481263,0.011814408,285.0708556,285.0505528,285.0725561,28.88300014,28.6589993,33.75299876,9,1,8,686.448722,499.1581072,1436.810207,435.9577824,1654.308245,573.8385529,533.1904527,1183.501698,546.7009035,1302.842605,2637.725744,5901.230042,4842.776861,2237.962523,5631.549604,3505.284472,6337.451364,1418.969153,1706.526198,5241.69502,,,19
20,M115T26,2.024012876,UP,4.202852281,0.000535942,0.012998217,115.0011069,115.0004771,115.0017463,26.19899961,25.12599929,27.30300045,20,10,10,10803.63417,8625.077854,6640.665327,10991.3672,23356.40055,4672.203669,8976.583016,7313.315519,10683.24408,22294.48954,21420.94019,30371.93521,14016.87821,18860.98458,29191.83886,22762.08249,28901.61713,15776.75593,20111.18079,30045.7885,,,19
1892,M943T606,5.145361046,UP,5.11431737,0.000563596,0.013438725,942.7174724,942.7068019,942.7200373,606.2329817,604.9210185,608.3779803,17,7,10,3621.38904,5464.553466,8036.406276,4233.942959,6174.119465,4796.887065,7104.441059,7996.90365,2639.993333,3936.864072,15977.53782,30553.35937,30076.17993,11709.24642,50580.73825,14771.82549,32174.35563,30824.72752,14044.23277,47165.59473,,[M+Cl]- 907.744,13
445,M358T515,3.573819433,UP,4.573543648,0.000567457,0.013438725,358.2821243,358.2805705,358.2855296,515.2789879,514.9450192,516.4720015,7,2,5,376.2244102,264.6924809,1178.242655,301.1613183,207.7305682,245.6013272,211.4760908,793.5784192,371.7198392,308.4022697,1315.539963,874.6499097,2365.111664,845.9530944,1661.567485,1268.557275,1198.266646,3002.527839,1021.271925,1666.841393,[50][M+1]-,,239
177,M228T24,2.472778219,UP,4.699661015,0.000579815,0.013571707,227.9819207,227.9807453,227.9837076,24.21899992,22.8679997,24.76400033,12,4,8,2510.84493,1726.488963,860.6416006,2202.923322,2002.567642,2218.221029,1508.56506,886.4208288,1240.063189,1369.195621,5510.764768,3435.75427,1561.141421,3680.481804,4451.441474,3298.993716,5879.705057,2086.730538,5079.857135,5880.094973,,[M+Cl]- 193.018,43
652,M441T24,1.937831845,DOWN,-4.152132692,0.00063253,0.014635433,440.6793103,440.6779525,440.6811404,23.87899992,23.56100002,24.78999949,19,9,10,8359.474663,7422.866573,9792.692552,5576.72942,4469.885546,7013.028451,6616.676417,7777.803785,4833.277897,3984.427204,4424.440277,2272.67185,6025.975407,2373.425603,2181.376843,4238.082075,2525.653704,5715.162935,2256.694023,1966.174853,,[M-H-HCOOH]- 487.682,43
117,M195T25,3.578160599,UP,4.716441376,0.000640895,0.014660483,195.048395,195.0466704,195.0496958,24.78799939,24.49799939,26.67499959,15,5,10,1642.010911,1626.403291,1711.932189,546.3083395,3550.971424,797.3717411,1822.681679,2502.94001,1086.158161,3427.542044,1585.771623,6134.330989,12007.70105,5990.547766,6560.18786,3028.484792,6196.66117,9700.971607,6432.080583,9326.104278,,,369
1724,M860T598,1.609844691,UP,4.426415947,0.000691334,0.015636581,859.6289452,859.627135,859.6299357,598.2495112,597.829016,601.0620119,20,10,10,77442.79028,81822.28309,96437.38341,57896.24537,89287.30466,60691.3295,75096.78361,88628.53452,54509.65567,84100.68385,108792.0743,133929.4389,126277.7145,73880.05945,150848.519,112677.2807,140141.7756,131494.2346,82132.2438,172827.6262,[352][M+1]-,,6
138,M203T75,1.951775712,UP,4.346359623,0.000725567,0.016145795,203.0800835,203.0797384,203.0806055,75.45649955,75.28600346,76.55099667,20,10,10,69006.75444,89953.10643,76030.21101,37820.69231,103169.3523,62183.13244,88137.57172,66608.17789,34038.48995,92591.73865,128705.3743,176244.6235,125589.4524,67589.95671,181448.6066,135184.0553,191054.3302,132865.9658,77102.9396,188593.883,[7][M]-,[M-H]- 204.088,50
1779,M883T605,1.559088264,DOWN,-4.274036841,0.000731373,0.016145795,882.7058589,882.7032982,882.7090314,605.0860199,604.3830008,606.9979858,20,10,10,32970.08454,44034.60673,56724.1998,36351.28306,52426.39101,29213.90846,38564.48556,52708.97292,33549.77605,50253.08061,21813.26152,25123.08301,29073.78003,22057.98802,36660.08651,20982.07312,28468.258,30919.29577,23388.3544,35261.49549,,[M-H]- 883.713,13
98,M179T29,1.825297936,UP,4.148690264,0.00073791,0.016145795,179.0437077,179.0425052,179.0449204,28.55049955,27.61999983,29.5069992,14,8,6,3029.031821,2033.967854,4261.022485,4113.771122,5865.226476,2835.211735,1996.627041,2278.642341,3792.444849,3035.640123,6829.266538,6689.128576,2881.209922,6561.82576,7833.403863,7915.020728,5790.104419,3985.173725,4691.998175,7498.66633,,,19
442,M357T515,4.312737081,UP,4.542670385,0.00075651,0.016351688,357.2779397,357.2745532,357.2796062,515.2829933,514.9450192,515.8989851,13,3,10,974.9692718,896.6951771,3768.278403,946.8806009,1020.039815,792.1039034,511.2262896,3459.404972,922.1199689,1077.093934,4473.629722,4544.796255,12483.88529,4330.97346,5865.381211,4506.543919,4098.154677,11493.12058,4851.936383,5320.488263,[50][M]-,,4
1829,M903T606,2.620395411,DOWN,-4.742086203,0.000763566,0.016351688,902.7176769,902.7075937,902.7219861,605.8740117,604.9230212,607.8400063,15,10,5,10699.1966,24235.30422,18912.205,8552.058634,23037.27153,9811.566418,20676.6707,19235.62075,7497.650427,22629.42688,5437.457086,6867.068964,4361.915553,5212.917158,7462.146015,6947.093181,9611.77231,4278.128426,5511.174495,7387.437421,,,13
1164,M658T29,1.998926446,UP,4.269433454,0.000784537,0.016452502,658.1256041,658.1203001,658.1295788,28.5589993,28.44500024,28.87300014,8,3,5,1735.737944,701.8171472,889.2314139,1687.698088,2020.576037,1030.525483,908.731452,908.6514538,1334.16595,1176.824009,3060.420852,1874.459252,1186.133343,2732.366689,3173.258371,3463.838521,2695.115897,1250.212772,2279.865698,3058.940973,[201][M+1]-,,19
965,M569T446,2.923878388,UP,4.667244962,0.00078462,0.016452502,569.3652558,569.3626572,569.3665941,445.8849907,445.3939893,446.822988,20,10,10,7649.982932,4790.646456,11499.00215,8856.562389,5615.478902,6274.612543,4137.788017,10825.71965,9264.468652,4829.932952,12339.26609,24621.71864,21312.76863,12356.65063,36302.28964,14034.78679,25362.85304,20241.9921,12647.94571,36398.78571,[156][M+1]-,,47
195,M242T24,2.847820025,UP,4.694204862,0.000867719,0.018007414,241.9588817,241.9567624,241.960069,24.12500086,23.59100002,25.41599929,5,0,5,441.682264,436.1238405,243.1806643,482.0262559,639.1608369,407.3215774,339.7112274,262.8547025,426.0985525,458.6099978,1327.352237,1728.557045,355.6595675,787.3280954,1656.136633,1294.372367,1762.817251,450.657796,1228.862083,1189.033137,,[M-H-CO2]- 286.95,43
140,M204T76,2.199930677,UP,4.34814286,0.000892123,0.018324943,204.0833285,204.0820378,204.0841545,75.61299783,74.97099768,76.55899836,20,10,10,7379.638224,11074.47532,8008.912532,3609.945144,11039.67228,7400.214268,10511.65221,6319.654319,3686.101696,8925.063478,14989.33315,23479.24774,14420.01374,7633.435903,21922.54731,17409.22375,24009.75848,14180.30764,8732.177522,24720.27545,[7][M+1]-,,50
125,M198T37,1.543079917,DOWN,-4.102608824,0.000907023,0.018442798,197.8054331,197.805044,197.8065799,37.20099835,35.92400077,37.66600056,19,10,9,40506.37366,42830.00012,32716.87258,36091.45141,16951.24594,31529.50285,32933.55179,35805.21175,34078.12889,24356.51164,23556.43684,20608.08003,17158.45289,26685.81937,15713.34231,28201.46757,21360.69978,15585.73692,26386.71782,17174.79142,,,103
1370,M722T608,1.781604497,DOWN,-4.206211264,0.000963109,0.019387382,721.6549937,721.653637,721.6560726,608.2389884,607.1859741,609.7429755,20,10,10,30059.57134,53612.49852,55149.1368,27871.38646,46502.00578,27437.98146,48056.78303,55569.14583,26769.21282,45750.62611,19863.59878,27433.2127,22930.92854,15430.57037,33909.5174,18775.21176,28171.06525,22512.52134,15280.27313,29627.37109,[245][M+1]-,,32
556,M402T28,3.039833519,UP,4.444452312,0.000984194,0.019615675,401.9906662,401.9876507,401.9959722,27.75100077,26.32899961,29.50300014,14,6,8,5655.092211,2652.086911,2306.330516,3569.129565,3930.761581,5612.024727,2407.627615,594.8147413,5491.44862,4966.451145,11686.16488,14596.07644,3335.510386,8945.275835,14889.37187,12767.52456,16747.58739,4027.485103,7926.900441,18116.64597,,[M-H]- 403.005,19
1850,M915T604,2.820529013,UP,4.529345783,0.000995346,0.019643442,914.6875265,914.6863814,914.6913415,603.7919865,603.2439995,606.0839995,20,10,10,13128.33324,22225.66701,24303.54922,7258.642222,20804.90092,13512.43878,18656.06322,21672.46102,10034.86291,21755.41614,29450.0222,54683.20863,50155.92025,24201.72432,81852.48472,31911.44747,58722.74492,50593.65773,26167.0475,81207.03176,[391][M]-,[M-H-C6H10O4]- 1061.76,9
38,M133T26,1.924762836,UP,3.962112994,0.001036003,0.020247328,133.0115612,133.0111678,133.0122088,26.14000055,25.99500055,27.30300045,20,10,10,28008.94095,20354.17407,20615.57525,29406.60855,57254.39889,25625.32229,22782.08949,18073.92877,27405.99559,51352.20865,54414.98625,71502.74048,32806.79742,47489.96396,76821.68928,57599.65767,76102.98734,33462.40409,48238.61339,80681.34411,,[M+Cl]- 98.0431,19
621,M424T352,2.457965586,UP,4.31833251,0.001047542,0.020275975,424.2453002,424.2430798,424.2481703,352.1905011,351.9419861,352.5259915,10,3,7,1384.376287,1526.692849,2936.461024,895.5934543,1784.794729,1178.805542,1321.637299,1993.713729,861.0315242,1518.009111,2900.867044,3813.757444,4501.148245,1421.832153,5831.029412,2992.248791,4511.819705,5399.998942,1565.59077,4917.119501,,,134
27,M126T37,1.540868867,DOWN,-3.996245547,0.001065419,0.020425601,125.8707489,125.8702689,125.8716428,37.09099835,35.45999992,38.47699899,13,6,7,15915.97157,13801.69086,17206.93546,16151.31966,7353.821489,14321.0878,13995.58271,9195.266724,13525.54388,12250.37395,9858.441713,7096.146519,10540.81456,6458.122157,9118.468226,9453.234232,8276.279999,4960.096344,12098.81302,8920.228167,,,103
1964,M1046T604,2.265801721,DOWN,-4.365322122,0.001090358,0.020706516,1045.765578,1045.759434,1045.770894,603.5060049,602.9469777,605.861024,13,10,3,2736.68243,5170.207596,8047.74862,4217.737429,8336.979636,3175.576248,7370.189602,9077.854242,4550.134469,7303.631287,1716.510819,3064.101915,2915.887004,1828.700341,3988.710667,2238.363229,3845.359915,2262.296967,2008.699348,2606.211345,[427][M+1]-,,9
959,M568T446,2.734496873,UP,4.477128819,0.001108628,0.020856709,568.3617119,568.3595944,568.3626753,445.8839893,445.3939893,446.822988,20,10,10,24687.91867,17863.73321,38784.97708,28877.26539,20954.18095,24347.09441,16623.1746,39099.75152,28778.96575,18160.61406,42820.49531,79221.85432,68403.23035,39112.84492,124365.5059,42363.83249,81866.91866,70832.90506,42267.27282,114731.1868,[156][M]-,[M+Cl]- 533.393 [M-H]- 569.37,47
1974,M1070T586,2.29351354,UP,4.343694538,0.001123447,0.020939805,1069.67746,1069.672152,1069.683844,585.6779912,585.1549823,588.2109769,14,4,10,1248.376854,3273.950254,2378.456515,1511.72119,2665.312452,1388.636077,2562.504503,1985.937042,1757.195274,2702.162102,1834.545767,6938.40397,4283.116683,3315.200035,7746.831824,3413.518769,6708.261905,5701.609128,3659.265887,5650.734348,[430][M+1]-,,44
1840,M911T598,1.570323903,UP,3.86978838,0.001142481,0.021041698,910.6572332,910.6480413,910.6612731,598.0820119,597.737986,601.0620119,13,7,6,1457.227309,1780.855543,3883.91881,2641.865946,2326.85391,1614.840064,3180.109582,2897.207108,2402.831699,2044.970024,2806.772814,3037.59857,4691.423154,4844.213993,4237.983584,3569.061066,4313.741101,2743.044799,4692.495285,3113.68161,,,6
1729,M861T599,1.751872219,UP,4.385819135,0.001150916,0.021041698,860.6346348,860.6321281,860.6379087,599.1590023,598.4670105,601.6700064,20,10,10,32501.59811,35907.18258,42053.6604,25654.6252,36381.94447,29358.09942,33913.46543,38452.70257,25323.24365,32142.87094,43810.0492,64680.06991,53080.15155,36624.35073,77508.38317,43764.22366,78743.83582,59006.25073,40974.23291,82885.88472,,,265
1854,M916T604,2.793683296,UP,4.538217273,0.001160272,0.021041698,915.690774,915.6888049,915.6940142,603.6239995,603.2449722,606.0839995,17,7,10,6339.868564,12008.2376,12513.39941,7336.968252,9667.363385,8008.330355,11168.96141,12045.04153,6749.039157,10335.43814,16038.21356,31348.15328,27992.46853,13707.441,45618.20239,17500.53965,32072.85428,27257.64694,13297.50272,43842.89735,[391][M+1]-,,9
