probeset_id,gene_symbol,pvalue,FDR,logFC,LCC1-P18.CEL,LCC1-P19.CEL,LCC1-P20.CEL,LCC9 -P12.CEL,LCC9 -P13.CEL,LCC9 -P14.CEL
238022_at,CRNDE,0.003053847,0.011796874,-0.282920813,9.99356321,9.912077047,9.934013859,9.605189644,9.739391526,9.646310507
226619_at,SENP1,0.003055937,0.011803003,-0.321910524,9.350852003,9.270798001,9.274407151,8.870412158,9.097658702,8.962254721
218238_at,GTPBP4,0.003058741,0.011811888,0.288314229,10.50796382,10.37131784,10.36017247,10.70329855,10.73004134,10.67105693
223040_at,NAA20,0.003062127,0.011822449,0.27465404,11.93306966,11.85856704,11.9484809,12.15970072,12.2461952,12.1581838
229267_at,ANAPC1 /// LOC730268,0.003062484,0.011822449,0.290222037,9.846771776,9.779122463,9.818915539,10.18741629,10.02124836,10.10681123
201511_at,AAMP,0.003063485,0.011824366,0.282382062,9.599466916,9.688147412,9.626643737,9.996582195,9.886481568,9.878340487
204361_s_at,SKAP2,0.00306452,0.011826415,-0.865721316,7.387129814,7.191102893,7.219378607,5.85538421,6.803337157,6.541725997
225008_at,ASPH,0.003065176,0.011827,0.915535135,5.125620073,4.637908385,5.203402296,5.773670576,6.390098435,5.549767148
218339_at,MRPL22,0.003067953,0.011835768,0.270835181,11.67037968,11.72163089,11.75266819,11.93391572,12.03079978,11.99246882
217980_s_at,MRPL16,0.003074318,0.011858373,0.278437924,10.8192775,10.9293447,10.93764798,11.13279391,11.18970372,11.19908632
1569147_at,CTC-351M12.1 /// OTTHUMG00000163000,0.003077063,0.011861157,-0.360027412,6.352506018,6.547585835,6.397270952,5.94683737,6.085903012,6.184540187
218410_s_at,PGP,0.003076704,0.011861157,-0.251587812,8.150248705,8.131642357,8.134888897,7.901596714,7.894594566,7.865825243
218733_at,MSL2,0.003076607,0.011861157,-0.270440654,9.598769323,9.522740865,9.487760909,9.23787621,9.295587923,9.264485003
222457_s_at,LIMA1,0.003075611,0.011861157,0.394626205,8.746431314,8.535471987,8.494701496,8.873069204,9.122943937,8.964470272
1555487_a_at,ACTR3B,0.003081228,0.011873309,0.280130486,7.040968083,7.04965985,7.02261985,7.345121497,7.231641595,7.376876149
1559491_at,---,0.003081201,0.011873309,-0.440953889,6.078722406,6.044575659,6.387356178,5.60300537,5.821095715,5.763691491
227866_at,LOC100505519 /// TIAM2,0.003083746,0.01188106,-0.301160084,8.17585858,8.154647363,8.210436964,7.775010144,7.970887726,7.891564785
205241_at,SCO2,0.003085269,0.011883023,0.277269893,10.06481496,10.16683705,10.10492948,10.4365676,10.33208669,10.39973688
215977_x_at,GK,0.00308504,0.011883023,-0.414880401,6.08992022,6.156959671,6.094064561,5.592085992,5.926326502,5.577890755
237032_x_at,SIPA1L1,0.003088087,0.011891924,0.304029381,6.416036815,6.247215889,6.277197381,6.572475603,6.601066544,6.67899608
225480_at,C1orf122,0.003094869,0.011916084,0.253746207,10.24232511,10.275392,10.2941549,10.51215628,10.54067556,10.5202788
227259_at,CD47,0.003096894,0.011921924,-0.499053763,8.049135731,7.951263554,8.08038661,7.272013773,7.777991762,7.533619069
208705_s_at,EIF5,0.003097443,0.01192208,-0.281528006,12.59333906,12.51594404,12.51805951,12.19396243,12.32686039,12.26193577
242584_at,FAM161A,0.0031,0.011929964,-0.402596492,7.343930395,7.154870766,7.131460582,6.73805728,6.981975488,6.702439499
204347_at,AK4 /// LOC100507855,0.003101296,0.011932993,-0.566929722,7.898870342,7.920273335,7.868103356,6.977180156,7.545953998,7.463323714
235399_at,ERCC2,0.003104326,0.011942545,0.360774339,7.231630254,7.357778044,7.455932344,7.828952689,7.608726789,7.68998418
240700_at,TOR1AIP2,0.003104797,0.011942545,0.468722308,6.50276981,6.154085876,6.552717474,6.902790374,6.756456832,6.95649288
202918_s_at,HSPE1-MOB4 /// MOB4,0.003106818,0.011948359,-0.285929426,11.87305718,11.82490141,11.83362523,11.48828979,11.6476184,11.53788736
204849_at,DPH3P1 /// TCFL5,0.003108759,0.011953864,-0.277503087,9.935967674,10.03440209,9.989164453,9.645753553,9.752566032,9.728705377
235005_at,DIS3L,0.003111377,0.011961969,-0.291146447,9.287494194,9.273122974,9.213646639,8.87310969,8.996835391,9.030879383
221280_s_at,PARD3,0.003112531,0.011962899,-0.366719687,7.78709978,7.802664886,7.596028894,7.266786345,7.49098981,7.327858342
37425_g_at,CCHCR1,0.003112639,0.011962899,-0.308946738,7.086611961,7.2704067,7.191267968,6.832440476,6.945171575,6.843834364
1556180_at,LINC00847,0.003116455,0.011968319,-0.374019615,8.856945682,9.164835597,8.952792827,8.545797462,8.651814098,8.654903699
203163_at,KATNB1,0.003116601,0.011968319,0.351374266,5.855632212,6.056387227,5.924328017,6.261386365,6.420845314,6.208238576
212173_at,AK2,0.00311561,0.011968319,0.355922181,7.1840001,7.337402231,7.200472299,7.483427991,7.737600905,7.568612277
218757_s_at,UPF3B,0.00311589,0.011968319,0.2770437,9.988547055,9.95740894,9.969863259,10.18256597,10.32629966,10.23808473
224681_at,GNA12,0.003115849,0.011968319,-0.29712387,9.918964842,10.03774689,10.10359967,9.725571831,9.69051819,9.752849766
223773_s_at,SNHG12 /// SNORA16A /// SNORA44 /// SNORA61,0.003117126,0.011968376,0.267290132,10.0706658,10.16003292,10.11303784,10.33921754,10.41702069,10.38936873
224882_at,ACSS1,0.003118131,0.011970275,-0.359072037,8.586143239,8.592510363,8.410306828,8.293663675,8.057916245,8.1601644
225795_at,SMDT1,0.003120372,0.011976917,-0.28559499,11.17078769,11.31702797,11.2543116,11.00814455,10.92168885,10.9555089
226938_at,DCAF4,0.003123304,0.011986209,-0.290812454,9.153500339,9.292396651,9.2645217,8.891965514,8.944599252,9.001416563
1553564_at,MACROD2,0.003126055,0.011992842,0.342869887,6.04251306,6.228036121,6.111741419,6.383689039,6.591799259,6.435411963
219696_at,DENND1B,0.003125985,0.011992842,-0.32828369,8.738647156,8.83725396,8.763359112,8.352609083,8.584378796,8.41742128
212175_s_at,AK2,0.003130576,0.012006258,0.307470669,10.78226702,10.98111957,10.85486552,11.2312997,11.15644112,11.15292329
244656_at,RASL10B,0.003130358,0.012006258,-0.293398631,7.130437823,7.226302581,7.183095813,6.96971047,6.883476084,6.80645377
201778_s_at,EFCAB14,0.003135633,0.012023686,-0.287045321,9.569832188,9.521557899,9.46916285,9.155826428,9.246919971,9.296670575
225011_at,PRKAR2A,0.003136544,0.012025213,0.261151033,11.01623974,11.10128853,11.08900915,11.31099643,11.33381757,11.34517652
227049_at,ZADH2,0.003137722,0.012027763,-0.295231133,9.067810148,8.950873343,8.951134237,8.615729044,8.721097963,8.747297322
225541_at,RPL22L1,0.003139783,0.012033697,0.263297191,12.98579663,12.94493373,13.04982823,13.25269033,13.26447318,13.25328666
1564207_at,LINC00957,0.003141042,0.012036555,-0.504905136,8.064498067,8.071169759,8.399767954,7.661153357,7.494524783,7.865042233
242218_at,LOC100507672,0.003143014,0.012042144,0.396921714,6.357816277,6.704817263,6.624343647,7.015136154,6.93357176,6.929034414
214499_s_at,BCLAF1,0.003144098,0.01204433,0.421601134,8.668681032,8.784897935,8.75014063,8.959824513,9.355877559,9.152820928
213300_at,ATG2A,0.003145323,0.012047055,0.303718959,9.260818747,9.424260376,9.310329415,9.654393675,9.562794496,9.689377246
1552648_a_at,TNFRSF10A,0.00314658,0.012049901,0.364732819,7.8744932,8.121784613,8.030736309,8.254626718,8.426732953,8.439852907
236817_at,ADAT2,0.003149594,0.012059474,0.469244444,5.799751367,5.479333431,5.573917357,5.975903032,6.291131517,5.993700937
221696_s_at,STYK1,0.003151351,0.012062263,0.268196237,6.854475786,6.870383202,6.912184789,7.087938058,7.194400599,7.159293831
226030_at,ACADSB,0.003151041,0.012062263,0.6796181,6.739232235,6.093456837,6.379061186,6.920612701,7.316401506,7.013590352
201973_s_at,CCZ1 /// CCZ1B,0.003153215,0.012065459,-0.25372868,12.68441875,12.67823066,12.69225505,12.41125802,12.46777137,12.41468903
203764_at,DLGAP5,0.003153069,0.012065459,0.291532431,9.068651526,8.969576175,9.117527121,9.305724624,9.405924083,9.318703407
1568987_at,CRHR1-IT1 /// MGC57346,0.003155074,0.012070603,0.299716078,8.028847297,8.178742588,8.200891598,8.44726843,8.390361611,8.469999678
202064_s_at,SEL1L,0.003156824,0.012075328,0.27236072,7.996210455,8.00411473,7.965080877,8.189652874,8.317681272,8.275154076
204450_x_at,APOA1,0.003157621,0.012076407,0.498652512,6.168971142,6.372144394,6.223279285,6.994344949,6.512825226,6.753182182
218398_at,MRPS30,0.003158883,0.012077509,0.255393245,10.83474494,10.77527064,10.78457278,11.04327643,11.04209337,11.07539829
224318_s_at,KANSL3,0.003158939,0.012077509,0.266559334,10.51247245,10.58157625,10.51144391,10.82235688,10.75146351,10.83135023
219376_at,ZNF322,0.003159911,0.012079256,-0.342016007,7.602044968,7.623071663,7.481141482,7.087938058,7.308718332,7.283553701
227638_at,EPG5,0.003163959,0.012092759,0.339288088,7.292569419,7.425242247,7.147596158,7.632994534,7.647555394,7.602722159
239549_at,---,0.003165285,0.012095855,0.352168572,7.580766207,7.630996684,7.666502432,8.079937826,7.811264643,8.043568571
226022_at,SASH1,0.003167549,0.012102535,-0.313197466,7.677058358,7.633462482,7.482653221,7.220164613,7.31166826,7.321748789
213181_s_at,MOCS1,0.003170006,0.01210995,-0.30002396,6.390225673,6.352937263,6.274478797,6.113370175,6.056387227,5.947812451
225454_at,CCDC124,0.003170804,0.012111025,0.310565441,7.743530212,7.650519007,7.771236565,8.109024353,8.061318131,7.926639621
218016_s_at,LOC101060521 /// POLR3E,0.00317222,0.012111822,0.294670144,10.65700735,10.77934381,10.71938033,10.92700862,11.06512438,11.04760891
226978_at,PPARA,0.003172562,0.012111822,0.280537155,5.989621473,6.105013721,5.964103717,6.318081367,6.313838772,6.268430239
228264_at,ACCS,0.003172139,0.012111822,-0.274381485,7.434312009,7.553621609,7.459224974,7.171359639,7.239101655,7.213552843
201814_at,TBC1D5,0.003178263,0.012131612,-0.303091733,10.491731,10.31689786,10.30349338,10.07612709,10.0772956,10.04942434
222449_at,PMEPA1,0.003181249,0.012141034,-0.325149733,9.094775891,9.307809931,9.239880687,8.939625931,8.812220541,8.915170839
232140_at,LOC100132352,0.003184747,0.012152406,0.42839791,6.120282404,5.880214711,6.078200786,6.319409099,6.644966203,6.399516329
1553185_at,RASEF,0.003188702,0.012163539,-0.510450372,10.62496049,11.03591812,10.97480802,10.23722827,10.54185543,10.32525182
222797_at,DPYSL5,0.003188454,0.012163539,-0.35979124,6.96853623,6.814377016,7.109806152,6.652763831,6.539786677,6.620795171
204165_at,WASF1,0.003191918,0.012173827,0.347979455,8.988125222,9.194517899,9.190965461,9.368084033,9.521688383,9.52777453
218727_at,SLC38A7,0.003194638,0.01218222,0.425571852,5.712583033,6.058081885,6.092985648,6.364985101,6.387356178,6.388024843
228108_at,PPM1L,0.003196479,0.012187258,-0.401277722,6.595658573,6.598181787,6.542706067,6.245628623,6.32383554,5.963249097
205926_at,IL27RA,0.003199658,0.012197056,0.285939577,6.854221201,6.861574672,6.95400833,7.217814354,7.2114904,7.098318179
209493_at,PDZD2,0.003200089,0.012197056,0.434931763,6.941060117,6.831716056,6.950835478,7.201746291,7.581006314,7.245654337
213698_at,ZMYM6 /// ZMYM6NB,0.003206289,0.012216716,-0.287571582,8.675308359,8.59587168,8.626239957,8.252824361,8.395075697,8.386805193
225482_at,KIF1A,0.003206109,0.012216716,-0.547059855,8.251924345,8.137594613,8.406338132,7.965685778,7.439046275,7.749945473
212742_at,LOC101060478 /// RNF115,0.003209807,0.012228134,-0.284621716,10.94967481,11.03861659,10.96813476,10.62689465,10.7052391,10.77042727
212260_at,GIGYF2,0.003213032,0.012238432,-0.322801502,8.569253383,8.426593645,8.423953875,8.066029408,8.253712319,8.13165467
215945_s_at,TRIM2,0.003214165,0.01224076,-0.458682311,6.687441182,6.539712887,6.498064513,5.879897684,6.294161621,6.175112345
235198_at,OSTM1,0.003218585,0.012255602,-0.444053035,8.304281458,8.024959168,8.152160752,7.622407889,7.919438283,7.607396102
206712_at,GRTP1,0.003220507,0.01225894,-0.28530935,6.279881537,6.280067746,6.402913606,6.024321156,6.090438144,5.992175537
225434_at,DEDD2,0.003220183,0.01225894,0.264158719,7.802275845,7.873647185,7.768485148,8.062266812,8.075472405,8.099145118
225848_at,ZNF746,0.003221284,0.012259908,0.260488098,8.288883033,8.248703613,8.329972542,8.52119484,8.580036301,8.547792341
212416_at,SCAMP1,0.003223103,0.01226484,-0.296064443,11.63629471,11.48421721,11.52031774,11.22344241,11.31937708,11.20981684
205996_s_at,AK2,0.003224583,0.012268482,0.508380419,6.385983612,6.78928915,6.404487469,6.926495959,7.201746291,6.976659238
235008_at,---,0.00322675,0.012274735,-0.528816467,6.202876718,5.934144997,6.210798019,5.519812391,5.851068573,5.39048937
56919_at,WDR48,0.003228314,0.012278693,0.311378217,7.740086642,7.840808291,7.758549918,7.991972896,8.196440468,8.085166139
219623_at,ACTR5,0.003230746,0.01228595,0.272800284,8.283329767,8.301486448,8.193098108,8.569557204,8.537126805,8.489631167
201448_at,TIA1,0.003234177,0.012297004,-0.362681545,9.242959805,9.071582506,9.045849378,8.735254831,8.888491913,8.64860031
218514_at,SMG8,0.003236556,0.012304054,0.276335883,10.61901701,10.76648938,10.71113111,10.96016966,10.98515775,10.98031774
206308_at,TRDMT1,0.003238561,0.012305692,0.311240906,6.053724522,6.099563336,6.177040387,6.364207624,6.533754305,6.366089035
221449_s_at,ITFG1,0.003237513,0.012305692,0.28655856,9.786615101,9.630175542,9.650189781,10.00309139,9.954544686,9.969020024
225087_at,FOPNL,0.003238099,0.012305692,0.373921461,10.740569,10.46971741,10.52169382,10.88093796,11.05689381,10.91591284
213400_s_at,TBL1X,0.003241668,0.012315503,0.275596401,11.2878125,11.37637692,11.35301482,11.55485374,11.61630284,11.67283687
222052_at,C19orf54,0.003243336,0.012319844,0.295355266,7.748117308,7.864873035,7.747890514,8.013240351,8.076086206,8.157620097
201481_s_at,PYGB,0.003249849,0.012340586,-0.307137456,8.917621105,9.092026767,9.009954005,8.749460986,8.619892711,8.72883581
204353_s_at,POT1,0.003249419,0.012340586,0.306337372,6.559784916,6.624537801,6.640004917,6.939901235,7.001611563,6.801826952
1558678_s_at,MALAT1,0.003250564,0.012341303,-0.385569631,12.49534295,12.41974344,12.32781221,11.91916118,12.21258739,11.95444113
225689_at,GTDC2,0.003251415,0.012342536,0.324023074,7.202823779,7.359411107,7.398982011,7.716748321,7.566395107,7.650142691
206468_s_at,METTL13,0.003252928,0.012345326,0.311122667,8.97282628,9.143868369,8.994084134,9.327806023,9.291898646,9.424442114
226004_at,CABLES2,0.003253203,0.012345326,-0.28760377,10.24766088,10.38788608,10.31670934,9.979634494,10.09149463,10.01831587
1557644_at,AC003102.3 /// OTTHUMG00000132629,0.003254273,0.012347389,-0.318154388,7.113406791,7.305009691,7.125619219,6.863118708,6.922699345,6.803754484
219644_at,CCDC41,0.003254877,0.012347683,0.328321203,6.771188778,6.771102592,6.806909734,7.067196922,7.258403772,7.008564021
208371_s_at,RING1,0.003260777,0.012368064,-0.290037706,9.617591326,9.711376372,9.617888789,9.420224968,9.273938305,9.382580096
201373_at,PLEC,0.003262775,0.012373642,-0.310169843,8.097973216,8.07556654,7.914403081,7.663893959,7.776571688,7.716967661
201114_x_at,PSMA7,0.003263314,0.012373685,0.253506693,12.8036607,12.84048432,12.82266098,13.11143494,13.05689927,13.05899186
225439_at,NUDCD1,0.003265731,0.012380848,0.273900834,11.02159142,10.92225963,10.92129242,11.19368786,11.27913225,11.21402586
1557987_at,---,0.003269581,0.012391437,-0.329435552,7.822784573,7.990970812,8.060757086,7.607199118,7.68970047,7.589306228
238500_at,EMP2,0.003269162,0.012391437,-0.476968877,8.256731922,8.231417314,8.273059327,7.498639961,7.854329714,7.977332257
206445_s_at,PRMT1,0.003270836,0.012393389,0.273127061,12.05888066,12.14757086,12.0366863,12.39964659,12.31811857,12.34475385
209075_s_at,ISCU,0.003271153,0.012393389,0.267923578,12.10848464,12.19001382,12.1808268,12.37887048,12.4705008,12.43372471
203705_s_at,FZD7,0.003272235,0.012393484,-0.418710993,6.147491392,6.314133,6.345941174,5.661551656,5.876732093,6.013148837
213264_at,PCBP2,0.00327186,0.012393484,0.276995062,8.360451413,8.496210444,8.44976714,8.744588697,8.675588898,8.717236588
225570_at,SLC41A1,0.003274488,0.012400015,0.272456192,8.424787281,8.526131264,8.513962668,8.733456614,8.736659393,8.812133783
209233_at,EMG1,0.003280208,0.01241967,0.281441359,10.95393361,11.07545668,10.96871027,11.33734133,11.24125503,11.26382829
204937_s_at,ZNF274,0.003283521,0.012428201,0.3546025,8.346730397,8.475674581,8.503396929,8.661353562,8.924391683,8.803864162
225642_at,KTI12 /// TXNDC12,0.003283207,0.012428201,0.269242918,7.448482449,7.561590405,7.538315732,7.760373809,7.817447261,7.778296269
63825_at,ABHD2,0.003289413,0.012448493,-0.405022927,7.336457001,7.427192666,7.366559466,6.802224071,7.1789436,6.933972681
219904_at,ZSCAN5A,0.00329129,0.012453587,0.402715173,6.400015051,6.533550593,6.696620611,6.824516887,7.076499847,6.937315039
1569144_a_at,C9orf169,0.003292915,0.012457726,-0.504067971,6.319414955,6.259643896,6.394386203,6.021076264,5.526065276,5.914099603
201995_at,EXT1,0.003296928,0.012470896,0.456291889,7.462527944,7.811506484,7.4154162,7.91913032,8.099615215,8.039580761
200831_s_at,SCD,0.003299868,0.012480004,-0.3039975,11.45636406,11.45450099,11.43919054,11.03691669,11.2545259,11.1466205
218017_s_at,HGSNAT,0.00330193,0.012485789,-0.393904885,7.99193942,8.28357237,8.11249471,7.647150791,7.869665431,7.689475622
225734_at,FBXO22,0.00330914,0.012511035,-0.32475488,9.856958653,9.861008665,9.817055285,9.391697858,9.646726673,9.522333433
225520_at,LOC100996643 /// MTHFD1L,0.00332001,0.012550109,0.341924266,9.938611607,10.1076164,10.08573438,10.26322322,10.48542055,10.40909142
227040_at,NHLRC3,0.003321345,0.012553132,-0.412162335,8.562398028,8.479075672,8.696866854,8.012409288,8.349663708,8.139780554
231271_x_at,NMRAL1,0.003324064,0.012561384,-0.277583457,10.32803646,10.4290346,10.43777518,10.06534446,10.16353733,10.13321407
225101_s_at,SNX14,0.003324917,0.012562583,-0.305949955,9.677943246,9.566098539,9.685691007,9.236353466,9.406337232,9.36919223
215016_x_at,DST,0.003325492,0.012562732,0.36646106,9.33321175,9.548701365,9.500561976,9.697647849,9.940554854,9.843655566
202021_x_at,EIF1,0.003327692,0.012569018,0.256210656,12.44878603,12.52423368,12.51661526,12.73536387,12.76614419,12.75675887
223319_at,GPHN,0.003330664,0.012578218,-0.307724019,9.840875355,9.781938642,9.725442617,9.382979289,9.577700055,9.464405213
221471_at,SERINC3,0.003335369,0.012591931,0.264318094,10.68262673,10.74873659,10.69668679,11.00518812,10.99818149,10.91763479
232312_at,PPP6R3,0.003335292,0.012591931,-0.462343925,6.523891655,6.474428062,6.803633536,6.295246649,6.147474085,5.972200742
1555920_at,CBX3,0.003337999,0.012596652,-0.461083549,8.65585212,8.492674634,8.391974405,7.879414963,8.269571407,8.008264139
203047_at,STK10,0.003337421,0.012596652,-0.270405499,7.883353179,8.011972044,7.925078488,7.645804537,7.690310965,7.673071713
219682_s_at,TBX3,0.003338231,0.012596652,0.498592323,5.911163526,6.254639878,5.950840353,6.453952204,6.753151598,6.405316924
211080_s_at,NEK2,0.003344901,0.012619791,0.637723813,5.667529884,6.079126329,5.977196448,6.329679682,6.875919716,6.4314247
202495_at,TBCC,0.003347528,0.01262767,0.27862108,10.35382673,10.50171593,10.47157993,10.70018954,10.72122822,10.74156807
218767_at,REXO4,0.003348293,0.012628525,0.282666121,8.93234707,9.053170475,9.058082426,9.339689339,9.24486678,9.307042215
223432_at,OSBP2,0.003350477,0.01263473,-0.306041113,7.147871719,7.206422914,7.086825931,6.927999168,6.855175079,6.739822978
204495_s_at,C15orf39,0.003353664,0.012642683,0.266268873,7.658012537,7.705954698,7.757008999,7.930349336,8.008414219,7.981019299
210151_s_at,DYRK3,0.003353301,0.012642683,0.346957592,6.753258724,6.60738423,6.583997465,6.971756114,6.889288632,7.124468448
200053_at,SPAG7,0.003357765,0.012656108,0.274760615,10.33063429,10.37874246,10.3654889,10.67658332,10.55026722,10.67229695
215532_x_at,ZNF492,0.003358861,0.012656171,0.451040478,6.025294723,6.109107776,5.989877976,6.321524972,6.746184932,6.409692004
217910_x_at,MLX,0.003358786,0.012656171,0.261433344,10.37791074,10.47632504,10.45617189,10.68764804,10.68663457,10.72042509
200929_at,TMED10,0.003360679,0.012660987,-0.260633839,12.24318715,12.18386874,12.18196848,11.97547021,11.89604699,11.95560564
210609_s_at,TP53I3,0.003362267,0.012664935,-0.29455307,10.03743943,10.20646052,10.06292051,9.819392503,9.842088006,9.761680739
238593_at,C11orf80,0.003364166,0.012670053,-0.505230406,7.505798517,7.931965008,7.900709483,7.129744658,7.308296232,7.3847409
225105_at,C12orf75,0.003371776,0.012696675,-0.316168864,10.55354874,10.53536051,10.54734528,10.12998462,10.36582462,10.19193869
239207_at,KDM5C,0.003374873,0.012706297,0.404846334,5.992084601,6.382552631,6.143974046,6.591933593,6.58742706,6.553789628
230082_at,---,0.003376003,0.012708511,0.365042672,7.383718206,7.150269662,7.211131803,7.483440366,7.661593398,7.695213922
227199_at,DIP2A,0.003382468,0.012730804,-0.346712304,8.532293138,8.605645465,8.590754719,8.069343855,8.354079519,8.265133036
203188_at,B3GNT1,0.003388781,0.012750472,0.285119415,9.65286681,9.82122136,9.739457942,10.05786364,9.998929351,10.01211136
